FusionName	normal_cell_count	tumor_cell_count	frac_normal_cells	frac_tumor_cells	annots
NUTM2A-AS1--RP11-203L2.4	3	265	0.000481463649494463	0.378031383737518	INTERCHROMOSOMAL[chr10--chr9]
