proxy_fusion_name	sample	prog	num_reads	validated_fusion	matched_illumina	other_illumina
A549|KRT86--UBC	A549	fusionseeker	1	FALSE	NA	NA
A549|KRT86--UBE2M	A549	fusionseeker	1	FALSE	NA	NA
A549|KRT86--UBE2Q2P2	A549	fusionseeker	1	FALSE	NA	NA
A549|KRT86--YWHAB	A549	fusionseeker	1	FALSE	NA	NA
A549|KRT86--YWHAE	A549	fusionseeker	1	FALSE	NA	NA
A549|KRT86--YWHAG	A549	fusionseeker	1	FALSE	NA	NA
A549|KRT86--YWHAQ	A549	fusionseeker	1	FALSE	NA	NA
A549|KRTCAP2--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|KRTCAP2--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|KRTCAP2--KRT18	A549	fusionseeker	1	FALSE	NA	NA
A549|KRTCAP2--RPL19	A549	fusionseeker	1	FALSE	NA	NA
A549|KRTCAP2--RPL31	A549	fusionseeker	1	FALSE	NA	NA
A549|KYNU--HSPD1	A549	fusionseeker	1	FALSE	NA	NA
A549|KYNU--RPL37A	A549	fusionseeker	1	FALSE	NA	NA
A549|LAMA5--AKR1B1	A549	fusionseeker	1	FALSE	NA	NA
A549|LAMP1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|LAMTOR2--RPL13A	A549	fusionseeker	1	FALSE	NA	NA
A549|LARP4--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|LASP1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|LASP1--RPS19	A549	fusionseeker	1	FALSE	NA	NA
A549|LBHD1--SPINT2	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--ACTB	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--ANXA1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--ANXA2	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--AP000350.10	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--ASPH	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--C7orf55	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--HNRNPA2B1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--COX4I1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--EIF5A	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--EIF5B	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--GAPDH	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--H2AFZ	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--HINT1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--CBX3	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--HSP90AA1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--ITGB1BP1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--KRT18	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--MATR3	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--MRPS26	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--MYL6	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--NABP2	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--NKIRAS1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--PGK1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--PPIA	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--PSMA2	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RAN	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RBFOX2	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RP11-3P17.4	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RP11-77K12.8	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPL13	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPL3	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPL35	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPL37A	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPLP0	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPS12	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPS19	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPS21	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPS23	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPS27A	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPS5	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--RPS6	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--SQSTM1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--TKT	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--TMSB4X	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--TRABD2A	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--TRNT1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--TSPAN9	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--TUBA1B	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--TUBB	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--UGDH	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHA--UQCRQ	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--ACTG1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--AP000350.10	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--CKS2	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--EEF1A1P5	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--EIF3K	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--KRT86	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--NAP1L1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--NDUFB6	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--NPM1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPL23	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPL23A	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPL31	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPL35	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPL7A	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPLP1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPS17	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPS19	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPS2	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RPS21	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--RRP7A	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--TMSB4X	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--UCHL1	A549	fusionseeker	1	FALSE	NA	NA
A549|LDHB--YWHAQ	A549	fusionseeker	1	FALSE	NA	NA
A549|LGALS1--AKR1B1	A549	fusionseeker	1	FALSE	NA	NA
A549|LGALS1--BHLHE40	A549	fusionseeker	1	FALSE	NA	NA
A549|LGALS1--DNAJB11	A549	fusionseeker	1	FALSE	NA	NA
A549|LGALS1--RPL8	A549	fusionseeker	1	FALSE	NA	NA
A549|LGALS1--SEC13	A549	fusionseeker	1	FALSE	NA	NA
A549|LGALS1--UQCRB	A549	fusionseeker	1	FALSE	NA	NA
A549|LINC01166--KCP	A549	fusionseeker	1	FALSE	NA	NA
A549|LINC01237--HSF2BP	A549	fusionseeker	1	FALSE	NA	NA
A549|LINC01237--KCP	A549	fusionseeker	1	FALSE	NA	NA
A549|LITAF--EEF1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|LLPH--USP7	A549	fusionseeker	1	FALSE	NA	NA
A549|LMNA--RPS16	A549	fusionseeker	1	FALSE	NA	NA
A549|LRP10--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|RPS29--EIF1	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC47--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC75A-AS1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC75A-AS1--RPL23A	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC75A-AS1--RPS11	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC75A-AS1--RPS5	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC75A-AS1--RPS6	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC75A-AS1--TRABD2A	A549	fusionseeker	1	FALSE	NA	NA
A549|LRRC75A-AS1--TUBB4B	A549	fusionseeker	1	FALSE	NA	NA
A549|LSAMP--RP11-384F7.2	A549	fusionseeker	1	FALSE	NA	NA
A549|LSM3--ACTB	A549	fusionseeker	1	FALSE	NA	NA
A549|LSM4--ACTB	A549	fusionseeker	1	FALSE	NA	NA
A549|LYPD8--ABCG1	A549	fusionseeker	1	FALSE	NA	NA
A549|LYPD8--AP001631.10	A549	fusionseeker	1	FALSE	NA	NA
A549|LYPD8--COL22A1	A549	fusionseeker	1	FALSE	NA	NA
A549|LYSMD2--RPL23	A549	fusionseeker	1	FALSE	NA	NA
A549|MAG--KCP	A549	fusionseeker	1	FALSE	NA	NA
A549|MAGI3--HNRNPA3	A549	fusionseeker	1	FALSE	NA	NA
A549|MALAT1--APMAP	A549	fusionseeker	1	FALSE	NA	NA
A549|MALAT1--RP11-385D13.1	A549	fusionseeker	1	FALSE	NA	NA
A549|MALAT1--TXNRD1	A549	fusionseeker	1	FALSE	NA	NA
A549|MAN1C1--COL23A1	A549	fusionseeker	1	FALSE	NA	NA
A549|MAN1C1--PTPRN2	A549	fusionseeker	1	FALSE	NA	NA
A549|MANBAL--MANBA	A549	fusionseeker	1	FALSE	NA	NA
A549|MAP1LC3B--NOP56	A549	fusionseeker	1	FALSE	NA	NA
A549|MAP4--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|MAP7--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|MCMBP--ANXA1	A549	fusionseeker	1	FALSE	NA	NA
A549|MCU--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|MDH2--RPS6	A549	fusionseeker	1	FALSE	NA	NA
A549|MED11--ACTG1	A549	fusionseeker	1	FALSE	NA	NA
A549|MED31--RPS16	A549	fusionseeker	1	FALSE	NA	NA
A549|METAP2--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|METTL5--NIT2	A549	fusionseeker	1	FALSE	NA	NA
A549|MFF--EEF1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|MFF--PDE6A	A549	fusionseeker	1	FALSE	NA	NA
A549|MFF--TMSB4X	A549	fusionseeker	1	FALSE	NA	NA
A549|MFN2--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MFN2--YWHAZ	A549	fusionseeker	1	FALSE	NA	NA
A549|MGAT2--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--CBX8	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--DNAJA1	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--EIF1	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--FTH1P10	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--RP11-3P17.4	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--RPS6	A549	fusionseeker	1	FALSE	NA	NA
A549|MGST1--TUBA1B	A549	fusionseeker	1	FALSE	NA	NA
A549|MIA3--PFDN5	A549	fusionseeker	1	FALSE	NA	NA
A549|MINOS1--GPI	A549	fusionseeker	1	FALSE	NA	NA
A549|MINOS1--HSP90AB1	A549	fusionseeker	1	FALSE	NA	NA
A549|MINOS1--NEK10	A549	fusionseeker	1	FALSE	NA	NA
A549|MINOS1--PFN1	A549	fusionseeker	1	FALSE	NA	NA
A549|MINOS1--RPS27A	A549	fusionseeker	1	FALSE	NA	NA
A549|MINOS1--S100A6	A549	fusionseeker	1	FALSE	NA	NA
A549|MKKS--RPS12	A549	fusionseeker	1	FALSE	NA	NA
A549|MLF2--ANXA2	A549	fusionseeker	1	FALSE	NA	NA
A549|MLF2--RPS20	A549	fusionseeker	1	FALSE	NA	NA
A549|MLXIP--ABCG1	A549	fusionseeker	1	FALSE	NA	NA
A549|MLXIP--ASGR2	A549	fusionseeker	1	FALSE	NA	NA
A549|MLXIP--HSF2BP	A549	fusionseeker	1	FALSE	NA	NA
A549|MLXIP--PDE9A	A549	fusionseeker	1	FALSE	NA	NA
A549|MLXIP--RP11-449D8.5	A549	fusionseeker	1	FALSE	NA	NA
A549|MLXIP--TNS3	A549	fusionseeker	1	FALSE	NA	NA
A549|PRDX1--AKR1C2	A549	fusionseeker	1	FALSE	NA	NA
A549|PRDX1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|PRDX1--RPS6	A549	fusionseeker	1	FALSE	NA	NA
A549|MMD--TXN	A549	fusionseeker	1	FALSE	NA	NA
A549|MORF4L1--ACTB	A549	fusionseeker	1	FALSE	NA	NA
A549|MORF4L1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MORF4L1--PFN1	A549	fusionseeker	1	FALSE	NA	NA
A549|MORF4L1--RPL3	A549	fusionseeker	1	FALSE	NA	NA
A549|MPC2--FTH1	A549	fusionseeker	1	FALSE	NA	NA
A549|MPC2--TMEM167A	A549	fusionseeker	1	FALSE	NA	NA
A549|MPC2--TUBB	A549	fusionseeker	1	FALSE	NA	NA
A549|MRFAP1--RPL8	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL11--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL11--MGST1	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL12--RPS16	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL17--RPS16	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL18--CHCHD2	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL20--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL24--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL24--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL33--PPIA	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL51--NACA	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL51--RPL19	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL51--RPLP0	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL52--CTD-2192J16.15	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPL52--RPLP1	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS10--RP11-613M10.9	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS14--SEC11A	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS15--KRT86	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS21--KRT86	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS23--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS35--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS35--RPL37A	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS35--TMSB4X	A549	fusionseeker	1	FALSE	NA	NA
A549|MRPS7--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MSLN--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|MT2A--EEF1A1P5	A549	fusionseeker	1	FALSE	NA	NA
A549|MT2A--RP11-192H23.4	A549	fusionseeker	1	FALSE	NA	NA
A549|MT2A--RPL23	A549	fusionseeker	1	FALSE	NA	NA
A549|MT2A--RPS27A	A549	fusionseeker	1	FALSE	NA	NA
A549|MTCH2--FAM49B	A549	fusionseeker	1	FALSE	NA	NA
A549|MTCH2--MED15	A549	fusionseeker	1	FALSE	NA	NA
A549|MTHFD1--SNRPB	A549	fusionseeker	1	FALSE	NA	NA
A549|MTX1--GAPDH	A549	fusionseeker	1	FALSE	NA	NA
A549|MVB12A--RPS9	A549	fusionseeker	1	FALSE	NA	NA
A549|MXD3--PRELID1P1	A549	fusionseeker	1	FALSE	NA	NA
A549|MXD3--TUBB4B	A549	fusionseeker	1	FALSE	NA	NA
A549|MYADM--RPS6	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL12A--MIR4435-1HG	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL12B--RPL28	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--BTF3	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--COX5B	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--HSPD1	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--MYO10	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--NME1	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--PCBP1-AS1	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--PPIA	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPL27	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPL37A	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPLP1	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPS16	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPS19	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPS2	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPS27A	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPS27L	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPS3A	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--RPS7	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--SLMO2	A549	fusionseeker	1	FALSE	NA	NA
A549|MYL6--TXNRD1	A549	fusionseeker	1	FALSE	NA	NA
A549|MZT2B--RPL7A	A549	fusionseeker	1	FALSE	NA	NA
A549|NAA38--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NAA38--ANXA1	A549	fusionseeker	1	FALSE	NA	NA
A549|NAA38--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NAA38--HSPD1	A549	fusionseeker	1	FALSE	NA	NA
A549|NAALAD2--PTPRN2	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--ACTG1	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--ANXA2	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--HSP90AA1	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--PCBP1-AS1	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--PPIA	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--RPL23	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--RPL8	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--RPS11	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--RPS16	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--RPS2	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--TXN	A549	fusionseeker	1	FALSE	NA	NA
A549|NACA--TXNRD1	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--C18orf32	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--C19orf53	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--C7orf50	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--CH507-513H4.1	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--GABRB3	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--HSP90AB1	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--NCL	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--NEDD8-MDP1	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--PARPBP	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--RPL19	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--RPL23	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--SET	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L1--SRP14	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L4--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NAP1L4--GAPDH	A549	fusionseeker	1	FALSE	NA	NA
A549|NARS--HSPD1	A549	fusionseeker	1	FALSE	NA	NA
A549|NASP--RBM39	A549	fusionseeker	1	FALSE	NA	NA
A549|NAT10--KRT86	A549	fusionseeker	1	FALSE	NA	NA
A549|NBEAL1--EEF1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NBPF13P--SSB	A549	fusionseeker	1	FALSE	NA	NA
A549|NBPF8--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NBR2--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NCL--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NCL--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NCL--CCSER1	A549	fusionseeker	1	FALSE	NA	NA
A549|NCL--EEF1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NCL--HMGN1	A549	fusionseeker	1	FALSE	NA	NA
A549|NCL--TNPO1	A549	fusionseeker	1	FALSE	NA	NA
A549|NCOR2--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFA10--FAM19A5	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFA10--SEMA4D	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFA3--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFA4--HNRNPK	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFA4--RPS20	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFA6--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFAB1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFAB1--RPS16	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFB1--RPS23	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFB10--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFB2--ALDH1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFS3--EIF1	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFS5--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFS5--FTH1	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFS7--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFS8--EEF1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFS8--PFN1	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFS8--RPS29	A549	fusionseeker	1	FALSE	NA	NA
A549|NDUFV2--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NEAT1--RPS29	A549	fusionseeker	1	FALSE	NA	NA
A549|NEDD8-MDP1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NEDD8-MDP1--RPL28	A549	fusionseeker	1	FALSE	NA	NA
A549|NEDD8-MDP1--RPLP1	A549	fusionseeker	1	FALSE	NA	NA
A549|NEK2--RPS12	A549	fusionseeker	1	FALSE	NA	NA
A549|NEURL1B--RPL8	A549	fusionseeker	1	FALSE	NA	NA
A549|NGRN--PERP	A549	fusionseeker	1	FALSE	NA	NA
A549|NIFK-AS1--NBEAL1	A549	fusionseeker	1	FALSE	NA	NA
A549|NIFK-AS1--RPL12	A549	fusionseeker	1	FALSE	NA	NA
A549|NIPA2--PIN4	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--CCND3	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--CYCS	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--EEF1A1	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--PIN4	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--RP11-3P17.4	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--RPL7A	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--RPS12	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--RPS18	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--RPS20	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--RPS23	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--TMED9	A549	fusionseeker	1	FALSE	NA	NA
A549|NKIRAS1--TUBB	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--HNRNPA2B1	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--KDELR1	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RBFOX2	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RPL28	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--RPL3	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--RPS9	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--SET	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--TMSB4X	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--ACTB	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--AES	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--CHCHD2	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--COX6C	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--DBI	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--GNAS	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--IQCG	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--NGFRAP1	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--OAZ1	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--RBFOX2	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RPL14	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RPL18	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RPL35	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RPS11	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RPS12	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--RPS27A	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--SUB1	A549	fusionseeker	1	FALSE	NA	NA
A549|NME1--TKT	A549	fusionseeker	1	FALSE	NA	NA
A549|NME2--TRABD2A	A549	fusionseeker	1	FALSE	NA	NA
A549|NOL12--RPS6	A549	fusionseeker	1	FALSE	NA	NA
A549|NOL9--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NOP58--PPIA	A549	fusionseeker	1	FALSE	NA	NA
A549|NPIPA3--ABCC6	A549	fusionseeker	1	FALSE	NA	NA
A549|NPLOC4--FTL	A549	fusionseeker	1	FALSE	NA	NA
A549|NPM1--AKR1B1	A549	fusionseeker	1	FALSE	NA	NA
A549|NPM1--AKR1B10	A549	fusionseeker	1	FALSE	NA	NA
A549|NPM1--CSPP1	A549	fusionseeker	1	FALSE	NA	NA
A549|NPM1--EEF1A1	A549	fusionseeker	1	FALSE	NA	NA
